post_id,hashtag_id
G8adGu51F9MY2Yn0fah6Gg,466
G8adGu51F9MY2Yn0fah6Gg,129
G8adGu51F9MY2Yn0fah6Gg,18
fKtely9xAP8zd_1W63iAMw,2
fKtely9xAP8zd_1W63iAMw,6
-IczP4cyoTyxL6hi8-Dj_A,60
hJx5ZyzK7hR5keINBY0BdA,184
hJx5ZyzK7hR5keINBY0BdA,37
hJx5ZyzK7hR5keINBY0BdA,97
5nzm5tzqHacoQLU0h8_p0w,36
5nzm5tzqHacoQLU0h8_p0w,6
5X9wKjn8KneOKqemUTjB5A,571
5X9wKjn8KneOKqemUTjB5A,11
5X9wKjn8KneOKqemUTjB5A,13
lzfxbTf4EPVN9ZJIOHwRLQ,132
lzfxbTf4EPVN9ZJIOHwRLQ,13
dq9tDjBTaDVi5nukFCZDIA,18
dq9tDjBTaDVi5nukFCZDIA,315
dq9tDjBTaDVi5nukFCZDIA,379
yet0Pww_ouW49T7V41ecSw,13
yet0Pww_ouW49T7V41ecSw,142
yet0Pww_ouW49T7V41ecSw,334
yet0Pww_ouW49T7V41ecSw,21
yet0Pww_ouW49T7V41ecSw,248
yet0Pww_ouW49T7V41ecSw,72
yet0Pww_ouW49T7V41ecSw,378
-g6LrU8kBsLrFS5nKQgc5w,251
-g6LrU8kBsLrFS5nKQgc5w,30
-g6LrU8kBsLrFS5nKQgc5w,93
-g6LrU8kBsLrFS5nKQgc5w,463
-g6LrU8kBsLrFS5nKQgc5w,322
IVXEZWdoOrexN2_gItu8tQ,253
IVXEZWdoOrexN2_gItu8tQ,8
BxF7p8LSgchlUTYhNAXQyA,13
BxF7p8LSgchlUTYhNAXQyA,79
BxF7p8LSgchlUTYhNAXQyA,151
BxF7p8LSgchlUTYhNAXQyA,291
wIxYAU2jaT6Y9b_Inc5MXA,26
wIxYAU2jaT6Y9b_Inc5MXA,30
wIxYAU2jaT6Y9b_Inc5MXA,426
wIxYAU2jaT6Y9b_Inc5MXA,27
wIxYAU2jaT6Y9b_Inc5MXA,29
ZztPR3OnI8hlKerG5e72hQ,17
ZztPR3OnI8hlKerG5e72hQ,13
ZztPR3OnI8hlKerG5e72hQ,389
ZztPR3OnI8hlKerG5e72hQ,260
ZztPR3OnI8hlKerG5e72hQ,261
ZztPR3OnI8hlKerG5e72hQ,71
lUir4ynNpAr749UluRJQGw,727
lUir4ynNpAr749UluRJQGw,18
lUir4ynNpAr749UluRJQGw,358
lUir4ynNpAr749UluRJQGw,498
gHvqGYoQ6fOTQ7mggY3ulA,6
gHvqGYoQ6fOTQ7mggY3ulA,658
gHvqGYoQ6fOTQ7mggY3ulA,2
gHvqGYoQ6fOTQ7mggY3ulA,265
0s11XYD62p8g_hAyivQ2Iw,175
0s11XYD62p8g_hAyivQ2Iw,720
0s11XYD62p8g_hAyivQ2Iw,169
0s11XYD62p8g_hAyivQ2Iw,22
0s11XYD62p8g_hAyivQ2Iw,459
0s11XYD62p8g_hAyivQ2Iw,60
kQbo5EmBXphXfLFddMqsug,87
kQbo5EmBXphXfLFddMqsug,13
kQbo5EmBXphXfLFddMqsug,11
rNvY082kkM9paQvf3Y6X7w,60
rNvY082kkM9paQvf3Y6X7w,62
rNvY082kkM9paQvf3Y6X7w,47
rNvY082kkM9paQvf3Y6X7w,207
rNvY082kkM9paQvf3Y6X7w,63
bVXdhdYTHG5_6LWPEUU6Ow,129
bVXdhdYTHG5_6LWPEUU6Ow,379
bVXdhdYTHG5_6LWPEUU6Ow,315
bVXdhdYTHG5_6LWPEUU6Ow,35
bVXdhdYTHG5_6LWPEUU6Ow,18
bVXdhdYTHG5_6LWPEUU6Ow,200
r7bvNJuZHhexExLOOyQMfg,120
r7bvNJuZHhexExLOOyQMfg,258
r7bvNJuZHhexExLOOyQMfg,60
r7bvNJuZHhexExLOOyQMfg,336
Rhj3XtFD2Q86-DbhCIr9NQ,30
Rhj3XtFD2Q86-DbhCIr9NQ,100
e_zHQFIfDDw62ZfFJrgK6w,388
e_zHQFIfDDw62ZfFJrgK6w,551
e_zHQFIfDDw62ZfFJrgK6w,37
e_zHQFIfDDw62ZfFJrgK6w,22
e_zHQFIfDDw62ZfFJrgK6w,818
e_zHQFIfDDw62ZfFJrgK6w,722
EowvCBMYDsQLd4Aev6Q0kA,43
EowvCBMYDsQLd4Aev6Q0kA,47
EowvCBMYDsQLd4Aev6Q0kA,46
EowvCBMYDsQLd4Aev6Q0kA,45
XvJNwf3EEqTjQdJZpm_RXQ,118
XvJNwf3EEqTjQdJZpm_RXQ,64
XvJNwf3EEqTjQdJZpm_RXQ,77
XvJNwf3EEqTjQdJZpm_RXQ,98
Kk-dEqWvY3auFM7AOAs8eg,145
Kk-dEqWvY3auFM7AOAs8eg,97
Kk-dEqWvY3auFM7AOAs8eg,37
Kk-dEqWvY3auFM7AOAs8eg,191
Kk-dEqWvY3auFM7AOAs8eg,18
f13UtAOekzecsgt6fV30EQ,388
f13UtAOekzecsgt6fV30EQ,37
SThmy10YhS13oFgT990Xhw,20
SThmy10YhS13oFgT990Xhw,15
SThmy10YhS13oFgT990Xhw,13
SThmy10YhS13oFgT990Xhw,17
8GkGHidcnSdiEiRF5WtBpQ,377
8GkGHidcnSdiEiRF5WtBpQ,47
aFVmKDp8r-yysBCMDBYpZQ,13
aFVmKDp8r-yysBCMDBYpZQ,248
0WOlYhMZFtitsupK3VP_2w,27
0WOlYhMZFtitsupK3VP_2w,30
0WOlYhMZFtitsupK3VP_2w,26
aN1-4wct8Qn7F5qVvdF3Iw,37
aN1-4wct8Qn7F5qVvdF3Iw,388
aN1-4wct8Qn7F5qVvdF3Iw,818
aN1-4wct8Qn7F5qVvdF3Iw,22
aN1-4wct8Qn7F5qVvdF3Iw,551
096qNc7waeRlReivCm2lXw,17
096qNc7waeRlReivCm2lXw,24
Z9jxD-Xne-hm7e3q7FA4MA,10
Z9jxD-Xne-hm7e3q7FA4MA,139
Z9jxD-Xne-hm7e3q7FA4MA,13
Z9jxD-Xne-hm7e3q7FA4MA,101
gDIWCNEzHsubZNrHBDljqw,37
gDIWCNEzHsubZNrHBDljqw,308
_9PUJYKVEspmGfMjdTxlcQ,22
_9PUJYKVEspmGfMjdTxlcQ,166
_9PUJYKVEspmGfMjdTxlcQ,168
_9PUJYKVEspmGfMjdTxlcQ,347
_9PUJYKVEspmGfMjdTxlcQ,37
_9PUJYKVEspmGfMjdTxlcQ,157
_9PUJYKVEspmGfMjdTxlcQ,333
A7DdoyNzWhSaujyCiPdWDQ,723
A7DdoyNzWhSaujyCiPdWDQ,37
A7DdoyNzWhSaujyCiPdWDQ,22
A7DdoyNzWhSaujyCiPdWDQ,722
A7DdoyNzWhSaujyCiPdWDQ,146
A7DdoyNzWhSaujyCiPdWDQ,97
A7DdoyNzWhSaujyCiPdWDQ,75
A7DdoyNzWhSaujyCiPdWDQ,145
hkfWMXaGA4_-cs0NJmlv4Q,13
hkfWMXaGA4_-cs0NJmlv4Q,8
hkfWMXaGA4_-cs0NJmlv4Q,9
hkfWMXaGA4_-cs0NJmlv4Q,12
hkfWMXaGA4_-cs0NJmlv4Q,102
3_iktCOnhHho1P4bJ2VHZg,17
3_iktCOnhHho1P4bJ2VHZg,106
3_iktCOnhHho1P4bJ2VHZg,139
3_iktCOnhHho1P4bJ2VHZg,73
3_iktCOnhHho1P4bJ2VHZg,13
3_iktCOnhHho1P4bJ2VHZg,7
3_iktCOnhHho1P4bJ2VHZg,124
7cm_YoyZpZ-5tT4G2QoRWg,191
7cm_YoyZpZ-5tT4G2QoRWg,18
_LTI3U-eZ5w5rqwo8fxl4w,129
_LTI3U-eZ5w5rqwo8fxl4w,18
QJt6EkcHAAa_rY_27B9Rxg,60
QJt6EkcHAAa_rY_27B9Rxg,210
QJt6EkcHAAa_rY_27B9Rxg,75
QJt6EkcHAAa_rY_27B9Rxg,206
QJt6EkcHAAa_rY_27B9Rxg,37
weIPRz9k778J_jt8muBkdQ,666
weIPRz9k778J_jt8muBkdQ,90
weIPRz9k778J_jt8muBkdQ,665
weIPRz9k778J_jt8muBkdQ,60
weIPRz9k778J_jt8muBkdQ,545
weIPRz9k778J_jt8muBkdQ,544
g9vzFlunYXagaH5hNkU2Uw,50
g9vzFlunYXagaH5hNkU2Uw,13
aA-WYPQjNNKNmtOb-jV8cQ,385
aA-WYPQjNNKNmtOb-jV8cQ,387
aA-WYPQjNNKNmtOb-jV8cQ,37
aA-WYPQjNNKNmtOb-jV8cQ,64
aA-WYPQjNNKNmtOb-jV8cQ,201
tYbK94fl50os3h_RjpY4gw,14
tYbK94fl50os3h_RjpY4gw,13
tYbK94fl50os3h_RjpY4gw,101
ZAMIf-IQZG6gEO1lq7476g,459
ZAMIf-IQZG6gEO1lq7476g,60
f_MsP_ohwcNvHk6qGv5CdA,13
f_MsP_ohwcNvHk6qGv5CdA,14
OAVzNTyUKUyt1Am6r7Dyiw,8
OAVzNTyUKUyt1Am6r7Dyiw,9
OAVzNTyUKUyt1Am6r7Dyiw,254
HKBmxJE8Uvh5x_qD-KK9jQ,70
HKBmxJE8Uvh5x_qD-KK9jQ,13
HKBmxJE8Uvh5x_qD-KK9jQ,151
6QQkc1MJUg7XMYwMTm83JQ,833
6QQkc1MJUg7XMYwMTm83JQ,18
6QQkc1MJUg7XMYwMTm83JQ,90
6QQkc1MJUg7XMYwMTm83JQ,113
6QQkc1MJUg7XMYwMTm83JQ,346
6QQkc1MJUg7XMYwMTm83JQ,347
6QQkc1MJUg7XMYwMTm83JQ,22
tpesKzKbcPFekdThYZ4UpA,13
tpesKzKbcPFekdThYZ4UpA,17
tpesKzKbcPFekdThYZ4UpA,14
tpesKzKbcPFekdThYZ4UpA,64
tpesKzKbcPFekdThYZ4UpA,118
tpesKzKbcPFekdThYZ4UpA,260
tpesKzKbcPFekdThYZ4UpA,261
fG0sIYdD4HPg7RKl2wX4Tg,17
fG0sIYdD4HPg7RKl2wX4Tg,77
fG0sIYdD4HPg7RKl2wX4Tg,87
fG0sIYdD4HPg7RKl2wX4Tg,15
fG0sIYdD4HPg7RKl2wX4Tg,13
fG0sIYdD4HPg7RKl2wX4Tg,353
q9FifZsp6jno13xnby1XnA,95
q9FifZsp6jno13xnby1XnA,305
q9FifZsp6jno13xnby1XnA,306
q9FifZsp6jno13xnby1XnA,97
q9FifZsp6jno13xnby1XnA,37
J1Il8WZUf_UoApkfbLTLEg,127
J1Il8WZUf_UoApkfbLTLEg,202
tWdp26XQEJqJGnRmFVJQxA,14
tWdp26XQEJqJGnRmFVJQxA,13
tWdp26XQEJqJGnRmFVJQxA,101
CCKvPGRC1_jOBgDw1ozw5A,8
n4tpkZKqg45ft406vYCF7g,9
n4tpkZKqg45ft406vYCF7g,48
n4tpkZKqg45ft406vYCF7g,8
6tFbsJuIarw6vawDOZ9GkA,14
6tFbsJuIarw6vawDOZ9GkA,101
6tFbsJuIarw6vawDOZ9GkA,13
6tFbsJuIarw6vawDOZ9GkA,139
nXUwvxeySKoL1pkL4E7Pvw,17
nXUwvxeySKoL1pkL4E7Pvw,82
mXuxTKtDR49msFrNGXUaTw,13
mXuxTKtDR49msFrNGXUaTw,7
MikiqSyk81UYT2Xd70xCog,16
MikiqSyk81UYT2Xd70xCog,82
MikiqSyk81UYT2Xd70xCog,17
MikiqSyk81UYT2Xd70xCog,14
MikiqSyk81UYT2Xd70xCog,13
MikiqSyk81UYT2Xd70xCog,101
mwFJgvjDpG6yw4v-HMHSKg,84
mwFJgvjDpG6yw4v-HMHSKg,18
60kI2sFZCJO7X-r7tbkFVQ,59
60kI2sFZCJO7X-r7tbkFVQ,56
60kI2sFZCJO7X-r7tbkFVQ,8
60kI2sFZCJO7X-r7tbkFVQ,20
60kI2sFZCJO7X-r7tbkFVQ,514
60kI2sFZCJO7X-r7tbkFVQ,132
60kI2sFZCJO7X-r7tbkFVQ,13
60kI2sFZCJO7X-r7tbkFVQ,9
nYDrvo3gTC3iXrK5mMbqGw,6
nYDrvo3gTC3iXrK5mMbqGw,17
nYDrvo3gTC3iXrK5mMbqGw,201
nYDrvo3gTC3iXrK5mMbqGw,158
nYDrvo3gTC3iXrK5mMbqGw,153
nYDrvo3gTC3iXrK5mMbqGw,172
nYDrvo3gTC3iXrK5mMbqGw,37
_J-jaBz8p-ukliSdSTf76g,400
_J-jaBz8p-ukliSdSTf76g,109
_J-jaBz8p-ukliSdSTf76g,64
_J-jaBz8p-ukliSdSTf76g,111
_J-jaBz8p-ukliSdSTf76g,37
AVinOMnXDd2nsTMN9t_Erg,414
AVinOMnXDd2nsTMN9t_Erg,60
AVinOMnXDd2nsTMN9t_Erg,493
AVinOMnXDd2nsTMN9t_Erg,269
AVinOMnXDd2nsTMN9t_Erg,88
AVinOMnXDd2nsTMN9t_Erg,89
AVinOMnXDd2nsTMN9t_Erg,86
AVinOMnXDd2nsTMN9t_Erg,22
AVinOMnXDd2nsTMN9t_Erg,321
AVinOMnXDd2nsTMN9t_Erg,90
ohVoN8oD_JMHeOJMqkZF4Q,396
ohVoN8oD_JMHeOJMqkZF4Q,17
ohVoN8oD_JMHeOJMqkZF4Q,141
vPXSAmIIE8D15v-qkHGyaA,37
vPXSAmIIE8D15v-qkHGyaA,304
JbnNk6do3aHF3Kr1bX4HzQ,13
JbnNk6do3aHF3Kr1bX4HzQ,433
JbnNk6do3aHF3Kr1bX4HzQ,8
JbnNk6do3aHF3Kr1bX4HzQ,343
JbnNk6do3aHF3Kr1bX4HzQ,417
JbnNk6do3aHF3Kr1bX4HzQ,101
JbnNk6do3aHF3Kr1bX4HzQ,54
J_h3PRl7_6xmOy2C7dvs-Q,13
J_h3PRl7_6xmOy2C7dvs-Q,310
J_h3PRl7_6xmOy2C7dvs-Q,9
J_h3PRl7_6xmOy2C7dvs-Q,749
J_h3PRl7_6xmOy2C7dvs-Q,8
8BSHHR_EcF0qRAL1VLYu5Q,169
8BSHHR_EcF0qRAL1VLYu5Q,182
8BSHHR_EcF0qRAL1VLYu5Q,211
8BSHHR_EcF0qRAL1VLYu5Q,60
Sji1k4-UjxiP89edhylX7g,188
Sji1k4-UjxiP89edhylX7g,13
Sji1k4-UjxiP89edhylX7g,72
jgjcX8upBMPSlEgTclnacw,315
jgjcX8upBMPSlEgTclnacw,18
4-2YRSCaAPk4axEv6xMZDA,22
4-2YRSCaAPk4axEv6xMZDA,195
zCHEDV06NXGs6GAXmFyDFw,7
zCHEDV06NXGs6GAXmFyDFw,13
l8WhxU8OQ5v-98LBtyTDXA,478
l8WhxU8OQ5v-98LBtyTDXA,75
l8WhxU8OQ5v-98LBtyTDXA,37
6R4dqm41TBe3EPz0a4Jr-g,222
6R4dqm41TBe3EPz0a4Jr-g,247
6R4dqm41TBe3EPz0a4Jr-g,694
6R4dqm41TBe3EPz0a4Jr-g,246
6R4dqm41TBe3EPz0a4Jr-g,90
CuHYFYUFT5PrVqGj0a4_8Q,20
CuHYFYUFT5PrVqGj0a4_8Q,13
CuHYFYUFT5PrVqGj0a4_8Q,12
CuHYFYUFT5PrVqGj0a4_8Q,11
CuHYFYUFT5PrVqGj0a4_8Q,53
x3OsT-Fczl-tsYdQcKndwA,6
x3OsT-Fczl-tsYdQcKndwA,2
x3OsT-Fczl-tsYdQcKndwA,36
SXDoT10EArPM_jzr5jzouA,18
SXDoT10EArPM_jzr5jzouA,34
SXDoT10EArPM_jzr5jzouA,35
SXDoT10EArPM_jzr5jzouA,33
SXDoT10EArPM_jzr5jzouA,390
DmuU3QC1AM9LPb_J8L2FGA,8
DmuU3QC1AM9LPb_J8L2FGA,9
3BoTFE1JL7kFZStA4PDnUA,265
3BoTFE1JL7kFZStA4PDnUA,58
3BoTFE1JL7kFZStA4PDnUA,81
3BoTFE1JL7kFZStA4PDnUA,399
3BoTFE1JL7kFZStA4PDnUA,6
RAcHOGshy-LQ86nI07MRGA,58
RAcHOGshy-LQ86nI07MRGA,6
krNcScmsQ4hYx2i12LIc3g,90
krNcScmsQ4hYx2i12LIc3g,116
krNcScmsQ4hYx2i12LIc3g,115
krNcScmsQ4hYx2i12LIc3g,113
0JGMKaKJGVuDus5WcJzvjw,32
0JGMKaKJGVuDus5WcJzvjw,14
0JGMKaKJGVuDus5WcJzvjw,13
Sa-p2jZTp7mZuyNTucHZVw,60
Sa-p2jZTp7mZuyNTucHZVw,85
dVaIvpEMYuJPlHHCe9Oevg,6
dVaIvpEMYuJPlHHCe9Oevg,58
O8fYdL0vOwuCbQ9cwAaHnA,60
O8fYdL0vOwuCbQ9cwAaHnA,337
O8fYdL0vOwuCbQ9cwAaHnA,119
O8fYdL0vOwuCbQ9cwAaHnA,120
Wj8eYO4TQB9cjx0-woA5-Q,399
Wj8eYO4TQB9cjx0-woA5-Q,199
Wj8eYO4TQB9cjx0-woA5-Q,319
Wj8eYO4TQB9cjx0-woA5-Q,58
Wj8eYO4TQB9cjx0-woA5-Q,265
Wj8eYO4TQB9cjx0-woA5-Q,6
q-YQIvBSNZxYJl1xuB0H_w,20
q-YQIvBSNZxYJl1xuB0H_w,152
q-YQIvBSNZxYJl1xuB0H_w,13
q-YQIvBSNZxYJl1xuB0H_w,17
q-YQIvBSNZxYJl1xuB0H_w,9
q-YQIvBSNZxYJl1xuB0H_w,24
q-YQIvBSNZxYJl1xuB0H_w,8
q-YQIvBSNZxYJl1xuB0H_w,101
q-YQIvBSNZxYJl1xuB0H_w,14
USTqTiKhqV7RafzsyqyYrw,24
USTqTiKhqV7RafzsyqyYrw,17
4yBHlXTtthzEZ-iCxPaBgg,158
4yBHlXTtthzEZ-iCxPaBgg,109
4yBHlXTtthzEZ-iCxPaBgg,37
4yBHlXTtthzEZ-iCxPaBgg,17
4yBHlXTtthzEZ-iCxPaBgg,160
4yBHlXTtthzEZ-iCxPaBgg,111
PYiCDIzavQ6XjIYaEjfLqw,150
PYiCDIzavQ6XjIYaEjfLqw,539
PYiCDIzavQ6XjIYaEjfLqw,870
PYiCDIzavQ6XjIYaEjfLqw,13
PYiCDIzavQ6XjIYaEjfLqw,80
XZcy57Yznrd2AUATaLu1dw,624
XZcy57Yznrd2AUATaLu1dw,77
XZcy57Yznrd2AUATaLu1dw,217
XZcy57Yznrd2AUATaLu1dw,179
XZcy57Yznrd2AUATaLu1dw,216
jloxQmdGDSkfNMfoj2d8AQ,13
jloxQmdGDSkfNMfoj2d8AQ,132
_nL5u09k7J7XAww1_UJ-tw,97
_nL5u09k7J7XAww1_UJ-tw,22
_nL5u09k7J7XAww1_UJ-tw,145
_nL5u09k7J7XAww1_UJ-tw,659
_nL5u09k7J7XAww1_UJ-tw,166
_nL5u09k7J7XAww1_UJ-tw,75
_nL5u09k7J7XAww1_UJ-tw,37
_nL5u09k7J7XAww1_UJ-tw,317
_nL5u09k7J7XAww1_UJ-tw,137
_nL5u09k7J7XAww1_UJ-tw,316
jGmU4anr0Visih-klO7eLg,197
jGmU4anr0Visih-klO7eLg,35
jGmU4anr0Visih-klO7eLg,18
jBnI6d_T78im3PQLHQI_Lw,17
jBnI6d_T78im3PQLHQI_Lw,16
F56TiSa71Tk4PIQ0HN8oag,53
F56TiSa71Tk4PIQ0HN8oag,13
F56TiSa71Tk4PIQ0HN8oag,14
F56TiSa71Tk4PIQ0HN8oag,101
oEhf5o0WXfqdxxlEhBLtKQ,595
oEhf5o0WXfqdxxlEhBLtKQ,567
oEhf5o0WXfqdxxlEhBLtKQ,596
oEhf5o0WXfqdxxlEhBLtKQ,90
_EVOLAjWYEfSOO_smbBxaA,73
_EVOLAjWYEfSOO_smbBxaA,13
_EVOLAjWYEfSOO_smbBxaA,50
J5Mqqq7cb0_bj_egzqUapA,131
J5Mqqq7cb0_bj_egzqUapA,142
J5Mqqq7cb0_bj_egzqUapA,79
J5Mqqq7cb0_bj_egzqUapA,13
J5Mqqq7cb0_bj_egzqUapA,72
KNViZIiKgxXb66zsQONnJw,75
KNViZIiKgxXb66zsQONnJw,146
KNViZIiKgxXb66zsQONnJw,37
KNViZIiKgxXb66zsQONnJw,206
KNViZIiKgxXb66zsQONnJw,304
RYfY6Y2PGVF08Vq2TdDZ-Q,179
RYfY6Y2PGVF08Vq2TdDZ-Q,77
RYfY6Y2PGVF08Vq2TdDZ-Q,215
xTwgL0TLv98nmOcI0Ga4Eg,13
xTwgL0TLv98nmOcI0Ga4Eg,10
KfcyGTb6JlXLlC1ui452Hw,37
KfcyGTb6JlXLlC1ui452Hw,227
KfcyGTb6JlXLlC1ui452Hw,431
KfcyGTb6JlXLlC1ui452Hw,54
KfcyGTb6JlXLlC1ui452Hw,173
KfcyGTb6JlXLlC1ui452Hw,76
KfcyGTb6JlXLlC1ui452Hw,225
-ot5Brxh-QQURT4J-ntavA,73
-ot5Brxh-QQURT4J-ntavA,13
cWkGEqESnCznT-zBMFsCCg,233
cWkGEqESnCznT-zBMFsCCg,6
cWkGEqESnCznT-zBMFsCCg,93
cWkGEqESnCznT-zBMFsCCg,559
cWkGEqESnCznT-zBMFsCCg,231
cWkGEqESnCznT-zBMFsCCg,30
q_KQbgnaYDlPx8EHTydcBQ,17
q_KQbgnaYDlPx8EHTydcBQ,87
q_KQbgnaYDlPx8EHTydcBQ,260
q_KQbgnaYDlPx8EHTydcBQ,261
q_KQbgnaYDlPx8EHTydcBQ,69
q_KQbgnaYDlPx8EHTydcBQ,13
q_KQbgnaYDlPx8EHTydcBQ,80
q_KQbgnaYDlPx8EHTydcBQ,73
q_KQbgnaYDlPx8EHTydcBQ,15
CAMMXI527igp6oZX0N1_-Q,222
CAMMXI527igp6oZX0N1_-Q,615
6kfBz3aILwl4SuJ48YsMIQ,324
6kfBz3aILwl4SuJ48YsMIQ,77
6kfBz3aILwl4SuJ48YsMIQ,179
6kfBz3aILwl4SuJ48YsMIQ,216
o88IRsWNXDTlU2CmGZigQA,213
o88IRsWNXDTlU2CmGZigQA,22
o88IRsWNXDTlU2CmGZigQA,89
o88IRsWNXDTlU2CmGZigQA,85
o88IRsWNXDTlU2CmGZigQA,164
o88IRsWNXDTlU2CmGZigQA,60
o88IRsWNXDTlU2CmGZigQA,486
o88IRsWNXDTlU2CmGZigQA,182
9mmE-8QES9UHgn9jpUi8oQ,17
9mmE-8QES9UHgn9jpUi8oQ,13
9mmE-8QES9UHgn9jpUi8oQ,176
9mmE-8QES9UHgn9jpUi8oQ,141
9mmE-8QES9UHgn9jpUi8oQ,425
9mmE-8QES9UHgn9jpUi8oQ,616
_RjG0B-AC5Lj3iyyrliVTw,266
tFXtHPDJ9hVJEb266mpnqA,13
tFXtHPDJ9hVJEb266mpnqA,9
tFXtHPDJ9hVJEb266mpnqA,48
tFXtHPDJ9hVJEb266mpnqA,11
tFXtHPDJ9hVJEb266mpnqA,8
dzyeCVK1Nnr8KrQ3DYt5MQ,160
dzyeCVK1Nnr8KrQ3DYt5MQ,17
dzyeCVK1Nnr8KrQ3DYt5MQ,106
621K-KmB5SvdnZcz6YLm0g,407
621K-KmB5SvdnZcz6YLm0g,18
621K-KmB5SvdnZcz6YLm0g,84
598a16_ICOwfflyPYn6J0A,47
598a16_ICOwfflyPYn6J0A,45
598a16_ICOwfflyPYn6J0A,43
XYXgAYal0NGDNAxrJSgGzg,37
XYXgAYal0NGDNAxrJSgGzg,17
XYXgAYal0NGDNAxrJSgGzg,15
XYXgAYal0NGDNAxrJSgGzg,111
IRh84mdSYHORS9U7W7G_Mg,22
IRh84mdSYHORS9U7W7G_Mg,94
IRh84mdSYHORS9U7W7G_Mg,18
IRh84mdSYHORS9U7W7G_Mg,200
IRh84mdSYHORS9U7W7G_Mg,272
IRh84mdSYHORS9U7W7G_Mg,381
IRh84mdSYHORS9U7W7G_Mg,37
XmxRXzCFkzQK23kkHgUgLA,14
XmxRXzCFkzQK23kkHgUgLA,20
XmxRXzCFkzQK23kkHgUgLA,8
XmxRXzCFkzQK23kkHgUgLA,53
XmxRXzCFkzQK23kkHgUgLA,101
XmxRXzCFkzQK23kkHgUgLA,9
XmxRXzCFkzQK23kkHgUgLA,152
XmxRXzCFkzQK23kkHgUgLA,13
gqVHoP4noz1EAa7nhHLk4w,65
gqVHoP4noz1EAa7nhHLk4w,80
gqVHoP4noz1EAa7nhHLk4w,73
gqVHoP4noz1EAa7nhHLk4w,13
gqVHoP4noz1EAa7nhHLk4w,64
g97kNvpc3fuitsUQD7Pqzw,17
g97kNvpc3fuitsUQD7Pqzw,141
g97kNvpc3fuitsUQD7Pqzw,106
bNQVXqWpsToBDcJg_4aWYA,512
bNQVXqWpsToBDcJg_4aWYA,51
bNQVXqWpsToBDcJg_4aWYA,17
bNQVXqWpsToBDcJg_4aWYA,87
bNQVXqWpsToBDcJg_4aWYA,13
ArgKJMi5HoCbydMwcXgHsg,414
ArgKJMi5HoCbydMwcXgHsg,367
ArgKJMi5HoCbydMwcXgHsg,61
ArgKJMi5HoCbydMwcXgHsg,210
ArgKJMi5HoCbydMwcXgHsg,320
ArgKJMi5HoCbydMwcXgHsg,211
ArgKJMi5HoCbydMwcXgHsg,243
ArgKJMi5HoCbydMwcXgHsg,60
zXFt7RPkLRigoERIuBNEsg,17
zXFt7RPkLRigoERIuBNEsg,16
zZa54XuYySbT1DI2WG4i3A,8
zZa54XuYySbT1DI2WG4i3A,13
zZa54XuYySbT1DI2WG4i3A,9
zZa54XuYySbT1DI2WG4i3A,11
6_EtvZaCNAcMupAPwVhh_A,77
6_EtvZaCNAcMupAPwVhh_A,98
6_EtvZaCNAcMupAPwVhh_A,64
HESQNQe96hb6heem0ji0xQ,13
HESQNQe96hb6heem0ji0xQ,151
HESQNQe96hb6heem0ji0xQ,69
HESQNQe96hb6heem0ji0xQ,150
HESQNQe96hb6heem0ji0xQ,70
nRHXkV7maA8YGuIKP5GgQw,60
nRHXkV7maA8YGuIKP5GgQw,279
wNz8u7xP4wUzqCLyakXohw,35
wNz8u7xP4wUzqCLyakXohw,18
A3TwvPrV-2tro0BQTjpePQ,399
A3TwvPrV-2tro0BQTjpePQ,6
A3TwvPrV-2tro0BQTjpePQ,265
A3TwvPrV-2tro0BQTjpePQ,1
A3TwvPrV-2tro0BQTjpePQ,2
A3TwvPrV-2tro0BQTjpePQ,240
jTaOAFEy7_k--nmR14fBug,13
jTaOAFEy7_k--nmR14fBug,73
GFV46TaZgu82Evjct4Gprg,213
GFV46TaZgu82Evjct4Gprg,37
GFV46TaZgu82Evjct4Gprg,75
GFV46TaZgu82Evjct4Gprg,638
GFV46TaZgu82Evjct4Gprg,60
GFV46TaZgu82Evjct4Gprg,182
GFV46TaZgu82Evjct4Gprg,720
n9r6Rxr3gxbZiSHWEB7ujg,98
n9r6Rxr3gxbZiSHWEB7ujg,64
n9r6Rxr3gxbZiSHWEB7ujg,118
n9r6Rxr3gxbZiSHWEB7ujg,207
n9r6Rxr3gxbZiSHWEB7ujg,47
n9r6Rxr3gxbZiSHWEB7ujg,77
-aKf_aT5vnmF2XcNKfb0eA,248
-aKf_aT5vnmF2XcNKfb0eA,13
-aKf_aT5vnmF2XcNKfb0eA,17
-aKf_aT5vnmF2XcNKfb0eA,908
-aKf_aT5vnmF2XcNKfb0eA,106
oMqAP7xfaUC76-wgIk7PJQ,42
W4C1F5U42BjMeosDHnJ7Mw,22
W4C1F5U42BjMeosDHnJ7Mw,195
W4C1F5U42BjMeosDHnJ7Mw,257
W4C1F5U42BjMeosDHnJ7Mw,256
6pSwIh7gbTEpfxDlKEiB5A,123
6pSwIh7gbTEpfxDlKEiB5A,255
IhFrIZqmis2V7hxxuGn7dg,37
IhFrIZqmis2V7hxxuGn7dg,95
IhFrIZqmis2V7hxxuGn7dg,96
IhFrIZqmis2V7hxxuGn7dg,97
IhFrIZqmis2V7hxxuGn7dg,450
oilD3EDIInzxz_Zm8dc85w,22
oilD3EDIInzxz_Zm8dc85w,60
