"text","date","likes","business_id","user_id"
"'Tis the season for pumpkin sauce!","2017-08-27","0","zh5mfoKjrLnxdaKap-aaxg","M9TjYmTgHayJ22cNkyvW_g"
"Service could definitely step up its game. And its pace.","2016-05-15","0","v8qw502wtQEGpQfMhCVW9w","M9TjYmTgHayJ22cNkyvW_g"
"The place to browse for new\/old books and to resell and recycle your old ones!","2014-12-28","0","VdiDIqUJoW1amURF_3l5lg","M9TjYmTgHayJ22cNkyvW_g"
"They're always busy on Sunday - be ready for the lines.","2017-05-21","0","CtrYXY3eamOsfxmtAw43gQ","M9TjYmTgHayJ22cNkyvW_g"
"Stop in to explore the small exhibits here - then go get a book. :)","2017-05-29","0","Q5pZ9QhA9RaJMylIbDkI5g","M9TjYmTgHayJ22cNkyvW_g"
"Carnegie is currently turning the hillside below the library into a community park. It'll be gorgeous when it's done but the construction does mean the library isn't the quietest spot in the area right now.","2017-07-25","0","Q5pZ9QhA9RaJMylIbDkI5g","M9TjYmTgHayJ22cNkyvW_g"
"Nothing like listening to the staff fight while waiting for your order.","2017-07-01","0","AgIGsyUA0aKhUGFWOsI4AQ","M9TjYmTgHayJ22cNkyvW_g"
"Highly recommend their veggie burger! I'm not vegetarian but thought it hit the spot.","2014-05-03","0","ESzO3Av0b1_TzKOiqzbQYQ","M9TjYmTgHayJ22cNkyvW_g"
"Still no food at our table. We've been here about an hour. :\/","2014-06-07","0","ESzO3Av0b1_TzKOiqzbQYQ","M9TjYmTgHayJ22cNkyvW_g"
"Mark = an excellent server! Super nice and always on the ball and checking in with tables.","2015-05-02","0","ESzO3Av0b1_TzKOiqzbQYQ","M9TjYmTgHayJ22cNkyvW_g"
"Pretty soon they'll have to change their name to ""Game And Toy Sellers"" - at least the store is big enough that they have room for plenty of books, too.","2015-01-01","0","wIBlSCkSvf7AZxOy9P0KZA","M9TjYmTgHayJ22cNkyvW_g"
"Not a place to go for actual fast food, as highlighted by my sitting in line without moving almost ten minutes and counting!","2015-08-08","0","UQi4riVGsPKCW04I-BiRQA","M9TjYmTgHayJ22cNkyvW_g"
"Still not a fan of the staff bringing items to a table at Panera. It seems to just slow things down and make the wait for food even worse.","2015-12-05","0","DfHXyJEcUmeO9XUsdJpb5g","M9TjYmTgHayJ22cNkyvW_g"
"Why no, staff member, I didn't want another rewards card to keep track of. Thanks for not asking if I wanted one and for wasting my time activating one.","2015-03-25","0","iI_7x1vTkx0pS89cI1--dg","M9TjYmTgHayJ22cNkyvW_g"
"Still not a fan of the TVs they have playing here by the pumps.  Who really wants to listen to ads while they fuel up their car?","2015-01-23","0","iI_7x1vTkx0pS89cI1--dg","M9TjYmTgHayJ22cNkyvW_g"
"Ok food - nothing worth going out of your way for but decent eats for people nearby.","2014-07-02","0","cGTex3CbWSS70YiDT97bVA","M9TjYmTgHayJ22cNkyvW_g"
"Don't forget to check their website for special lectures and workshops! There's always something exciting happening at these museums!","2014-09-28","0","K3p2iyJ8xRU5-5NlvoxiFA","M9TjYmTgHayJ22cNkyvW_g"
"Look for their 21+ Nights - lots of fun and a great chance to see the place without worrying about stepping on a smaller visitor. ;)","2017-05-14","0","GUcCURVCIue9QhkEVDOMZg","M9TjYmTgHayJ22cNkyvW_g"
"May need to rethink my review. The vets here completely blew off my cat's sudden inability to walk. This is not ok.","2015-10-26","0","OvgqCqGWHrRRxuAGUCE95Q","M9TjYmTgHayJ22cNkyvW_g"
"Don't be afraid to call for an appointment at the last minute - they'll squeeze you in if they can!","2015-02-24","0","OvgqCqGWHrRRxuAGUCE95Q","M9TjYmTgHayJ22cNkyvW_g"
"Got some change? Stop in here to use their Coin Star machine.","2014-10-25","0","wLaHB40FAvMXoOz3Emesyw","M9TjYmTgHayJ22cNkyvW_g"
"Closing at 6 today for the holiday!","2014-12-31","0","wLaHB40FAvMXoOz3Emesyw","M9TjYmTgHayJ22cNkyvW_g"
"Love their kamikaze drink! The Rock and Roll sushi and softshell crab rolls are also fantastic, as is their katsudon meal.","2014-05-03","0","-3rvpkYkYD_N1IP4hSvD0A","M9TjYmTgHayJ22cNkyvW_g"
"It's the middle of summer and they have ONE person taking orders, manning the register and making the food\/ice cream.","2014-07-06","0","JmdgFq9sgXUIzeqalwrTRA","M9TjYmTgHayJ22cNkyvW_g"
"Next year's lineup has 7 shows, not 6. And one's a musical. Very interesting and exciting!","2014-12-13","0","QUZSf2-ttKbpNErrMlH8qg","M9TjYmTgHayJ22cNkyvW_g"
"Check out their line-up! PICT always has the best mix of contemporary and classical shows each season!","2013-09-21","0","QUZSf2-ttKbpNErrMlH8qg","M9TjYmTgHayJ22cNkyvW_g"
"Two words - feta burger!","2014-11-14","0","nlVjdQq9FzdQ3bfy-8y80g","M9TjYmTgHayJ22cNkyvW_g"
"Still not a fan of this branch. One day I'll learn!","2015-02-16","0","ECXHwaJW7Lc7qDlH89Syaw","M9TjYmTgHayJ22cNkyvW_g"
"The design of the parking lot and entrance\/exit is so bad that people who are leaving can actually block drivers out on busy Banskville road. eep!","2015-04-16","0","ECXHwaJW7Lc7qDlH89Syaw","M9TjYmTgHayJ22cNkyvW_g"
"This place makes some of the best meatballs in the area - try them!","2015-02-08","0","B5hl4fV8ZmwN2bLDgdr0Fw","M9TjYmTgHayJ22cNkyvW_g"
"Fastest service I've seen in a sit-down restaurant!","2014-12-28","0","1GaooxqCWHzulI2Ub3CXEw","M9TjYmTgHayJ22cNkyvW_g"
"Forgot to mention that they make very strong margaritas - 12oz is more than enough! At least for me.","2014-12-28","0","1GaooxqCWHzulI2Ub3CXEw","M9TjYmTgHayJ22cNkyvW_g"
"Someone should update NoWait so that it reflects the 15-20 minute wait that greeted me when I arrived tonight.","2015-11-16","0","1GaooxqCWHzulI2Ub3CXEw","M9TjYmTgHayJ22cNkyvW_g"
"Renovations ahoy!","2015-09-05","0","1qxmO1zpYegBxV8XDLE8ZA","M9TjYmTgHayJ22cNkyvW_g"
"Bring your spare change and get cash\/gift cards at their Coinstar.","2017-07-02","0","1qxmO1zpYegBxV8XDLE8ZA","M9TjYmTgHayJ22cNkyvW_g"
"Self-checkout appears to come with an item limit at this location.","2017-10-25","0","1qxmO1zpYegBxV8XDLE8ZA","M9TjYmTgHayJ22cNkyvW_g"
"Talk about understaffed and offensively slow for fast food There's no one in the restaurant yet it took 20 minutes for four cars to order and pay.","2014-12-06","0","atu9bo2flyoM3CzihE-OlQ","M9TjYmTgHayJ22cNkyvW_g"
"Hey guys, ""I'll be with you in just a moment"" does not mean ""hey sit in line for five minutes.","2015-09-06","0","atu9bo2flyoM3CzihE-OlQ","M9TjYmTgHayJ22cNkyvW_g"
"Nothing like eventually ordering after a long wait and being told that the promoted drink in the advertisement right behind the counter isn't being offered anymore. Definitely not the most organized Starbucks ever...","2015-09-05","0","vG8Dx3_Vh_WlsZlUZiAa5A","M9TjYmTgHayJ22cNkyvW_g"
"Sundays are busy and they're often low or out of ingredients for meals and drinks.","2015-03-01","0","kGGsHP9mfcxtofiswy7ItQ","M9TjYmTgHayJ22cNkyvW_g"
"Menu's been overhauled recently on a national level. Also, love the drinks!","2015-05-12","0","Ky0X7OLqSeBpvNNf0NjVcg","M9TjYmTgHayJ22cNkyvW_g"
"Service seems slow and the staff seems disorganized today - I hope this isn't the new normal here!","2015-04-20","0","ZMx9_sQydPUj5KGvcm73Sw","M9TjYmTgHayJ22cNkyvW_g"
"Stop in for coffee and pick up a buckeye cookie right now with it! So good!","2016-07-01","0","wHlLjTBWPEbxHw6ZysSKIg","M9TjYmTgHayJ22cNkyvW_g"
"Half hour wait tonight...yet the place is dead quiet because of open tables. Fail.","2014-07-10","0","GbcFCQp9VmgMaW_jaMAq_Q","M9TjYmTgHayJ22cNkyvW_g"
"Why is it always so hot in here? It's cooler outside and it's over 80 degrees today!","2014-06-27","0","fUx8lGTThAqqEcR0oQZjpw","M9TjYmTgHayJ22cNkyvW_g"
"I absolutely hate that you can get alcohol here. Someone always buys one drink too many and becomes unruly, and I swear it's always someone sitting near me! You'd hope an adult would behave better...if only.","2014-03-21","0","CTiWs36A_sX3eahdqrYxUQ","M9TjYmTgHayJ22cNkyvW_g"
"Well this is a first - person who seated me didn't even have little programs on hand for the show. :(","2015-04-20","0","CTiWs36A_sX3eahdqrYxUQ","M9TjYmTgHayJ22cNkyvW_g"
"Stop in periodically to catch the newest exhibits!","2014-03-02","0","aGUqC-fzPOheLb44DcwRLw","M9TjYmTgHayJ22cNkyvW_g"
"Cheap and tasty, just like good pizza should be!","2015-01-06","0","M-qtsg3fVoG6sWBrDz4-6w","M9TjYmTgHayJ22cNkyvW_g"
"I was lucky to be able to sit by the only outlet I can see in the store today.","2017-07-31","0","SY7ZyPxidnToTEFbJBleOg","M9TjYmTgHayJ22cNkyvW_g"
"I think the heat's been turned down. A lot. I guess we're supposed to warm up with alcohol?","2015-01-08","0","yREHrM0k3MlDxc0ZjwRoNQ","M9TjYmTgHayJ22cNkyvW_g"
"EXCELLENT potatoes! Definitely order hash browns or fries while you're here!","2016-01-30","1","0PVxodALQu-soL5J8bjerQ","M9TjYmTgHayJ22cNkyvW_g"
"It's never good when you have to point at what you want on the menu to help the staff figure out what you're asking for. One person in particular tonight seemed to have no idea what was on Getaway's menu.","2015-05-14","0","Yf74t_bR1mhRXY03IU6OhA","M9TjYmTgHayJ22cNkyvW_g"
"It's paczki season! And they make different fillings for them - I think the chocolate buttercream is wonderful!","2015-01-13","0","hD77eYBzX0yQfpAUMY8dEw","M9TjYmTgHayJ22cNkyvW_g"
"Check your car over before taking it home. Based on the state of my car and my phone call today, it's normal for things like the car horn to get disconnected during repair work...and normal still for these things to not be reconnected before the car is signed off as fixed.","2016-02-08","0","LOeVGnlOti05f86ZZbgY7Q","M9TjYmTgHayJ22cNkyvW_g"
"Be advised they don't accept any insurance plans - we just keep coming back because paying part of the bill is worth it to us.","2017-07-18","0","Fvwpj5He6HS0FTUDuQAAWA","M9TjYmTgHayJ22cNkyvW_g"
"The staff here continue to impress me with their ability to make me feel relaxed during a visit to the dentist. Absolutely the best!","2014-03-05","0","Fvwpj5He6HS0FTUDuQAAWA","M9TjYmTgHayJ22cNkyvW_g"
"Just walked by the ""new"" theater now that the updates on this place are done. There's only 6 movies being shown today and relatively new releases like ""Into The Woods"" aren't even being offered. Are there just not enough screens here to keep up with new releases?","2015-01-11","0","E6U8zl527AsspbTf5nZCdw","M9TjYmTgHayJ22cNkyvW_g"
"Why are theaters making you get tickets and food in the same place? There are few things more infuriating than waiting to pick up pre-ordered tickets because the people in front of you can't pick what size popcorn they want yet.","2016-12-25","0","E6U8zl527AsspbTf5nZCdw","M9TjYmTgHayJ22cNkyvW_g"
"Lots of changes at the Galleria - I may need to test out the updated theater.","2014-07-30","0","EhF2SwQlzMuuXYUooFRo9g","M9TjYmTgHayJ22cNkyvW_g"
"Brrr - they need to turn up the heat in here!","2015-01-24","0","EhF2SwQlzMuuXYUooFRo9g","M9TjYmTgHayJ22cNkyvW_g"
"Love the pharmacy staff here - they always see me off quickly even when there's a decent line of people.","2014-07-02","0","86fHxyI2I3-mwC-yppgKhg","M9TjYmTgHayJ22cNkyvW_g"
"Green tea and chocolate chip pumpkin bread? Yes please!","2015-01-24","1","nuMmehPFS5kI1_C9bBlK5A","M9TjYmTgHayJ22cNkyvW_g"
"Stop in and ask about animals from local shelters that they have up for adoption!","2015-08-09","0","FtmaL1PO_1iRb7SRueYAzw","M9TjYmTgHayJ22cNkyvW_g"
"This place has the most convoluted gas pump system...how do you make a gas station complicated?","2014-02-13","0","rUrv8zP2UENSO7FRQCOtmQ","M9TjYmTgHayJ22cNkyvW_g"
"One of the best wine menus you'll find in the city!","2015-02-07","0","BnMnAotMjCw7mYlYFZgCvQ","M9TjYmTgHayJ22cNkyvW_g"
"The pierogies. Just, the pierogies!","2015-04-20","0","ejaUQ1hYo7Q7xCL1HdPINw","M9TjYmTgHayJ22cNkyvW_g"
"Today I learned that the Church has outside seating! Never knew that!","2015-07-27","0","ejaUQ1hYo7Q7xCL1HdPINw","M9TjYmTgHayJ22cNkyvW_g"
"Half the place is empty and the music is off! Yay!","2014-07-21","0","hDD6-yk1yuuRIvfdtHsISg","M9TjYmTgHayJ22cNkyvW_g"
"Soup, salad and one special sushi roll cost me about $30 last night with my tip. It was tasty enough but that's a steep price, especially since you can get better deals elsewhere.","2015-02-04","0","hDD6-yk1yuuRIvfdtHsISg","M9TjYmTgHayJ22cNkyvW_g"
"Tap your Connect Card to pay after you ride the incline.","2017-11-18","0","PU-CSnMYXizOS3uhr316eg","M9TjYmTgHayJ22cNkyvW_g"
"I love this library but their wifi leaves a lot to be desired. This is not a go-to place to get work done if you need a steady Internet connection.","2014-05-03","0","6G3t042U69yzZ99_yvY3_A","M9TjYmTgHayJ22cNkyvW_g"
"Geek heaven - everyone's welcome! The perfect place to shop if you're just getting into comics.","2015-05-12","0","aEsQU7YmlhisVHTSLadeDQ","M9TjYmTgHayJ22cNkyvW_g"
"Some of their specialty drinks come with candy necklaces. Yep, definitely a college bar!","2014-07-02","0","ZoFnfG7yrQWpvGR-etdGTw","M9TjYmTgHayJ22cNkyvW_g"
"I'll miss this place!","2014-10-26","0","OpNrObgtHgYijZYOU0yF-Q","M9TjYmTgHayJ22cNkyvW_g"
"It always smells sweet and heavenly in here!","2017-05-20","0","Hz1F5uruPe1kCsf5PIA6Sg","M9TjYmTgHayJ22cNkyvW_g"
"Love the staff! They're super quick and had my order ready within minutes despite the long dinner line I was in.","2013-10-01","0","WjkjrsOzMAQ2wgY9tVyS0Q","M9TjYmTgHayJ22cNkyvW_g"
"Someone should tell the staff that when they're fighting and shouting, we can hear them through the closed drive-thru windows.","2017-07-01","0","lRfteK8D_8pfoFTk4ZuOqw","M9TjYmTgHayJ22cNkyvW_g"
"Dessert at Grand Concourse is quite the treat!","2015-04-20","0","gHngt6zpP683GKe1i23LUg","M9TjYmTgHayJ22cNkyvW_g"
"A fantastic walk, especially if you work in the area.","2014-07-02","0","K-1h6FwfCALFeKcwNx6Yww","M9TjYmTgHayJ22cNkyvW_g"
"Not a good place to sit and chat in the evening, especially if you have a large group. It's just too loud!","2014-10-31","0","bqW0f0RigwpYyz1lbxhHlw","M9TjYmTgHayJ22cNkyvW_g"
"Visitors who actually want to learn while exploring this museum better avoid coming on weekends. There are often little children running around screaming and stepping on toes as they go.","2013-10-05","0","A7PtzjX_4h10E7EMMNXn2A","M9TjYmTgHayJ22cNkyvW_g"
"Keep an eye on their website and check in frequently if you're looking for a new pet. The shelter almost always has rabbits and can have any breed of dog or cat at various points in time; it can also have all sorts of other critters at any point in time (depending on what has been dropped off or rescued by the shelters investigators) - I've seen anything from parakeets to ferrets to guinea pigs to turtles.","2013-09-02","0","K5TpAn-DLtZPn7ZZxJDD9Q","M9TjYmTgHayJ22cNkyvW_g"
"Sign up for one of their Skywalk shows during your visit - they're wonderful and let you see even more of the birds being cared for here.","2014-05-03","0","pklva9BUEvq3jtPL8Y8KDQ","M9TjYmTgHayJ22cNkyvW_g"
"Come during evenings to see the bats up and active!","2015-03-01","0","pklva9BUEvq3jtPL8Y8KDQ","M9TjYmTgHayJ22cNkyvW_g"
"Still absolutely hate that people can smoke on the outside decks of these boats - it's impossible to enjoy the sights and the wind in your hair when disgusting smelling second hand smoke is blowing around as well. Ugh.","2014-03-23","0","9O-PjeUlUGx0h1URxeSTCg","M9TjYmTgHayJ22cNkyvW_g"
"Lots of renovations going on right now. Can't wait to see the final results!","2014-05-26","0","8KJSfDRhAZjAs_rMDqem7w","M9TjYmTgHayJ22cNkyvW_g"
"Love the fact that there's tons of seating - plus there's a parking lot! Service can run slowly though...","2013-10-08","0","gYY9U9CXRS12O-oUFoO0cg","M9TjYmTgHayJ22cNkyvW_g"
"One reason to go to Boston Market: to satisfy a mac & cheese craving!","2013-10-06","0","VRMNW1GXYihRxEnr1UI8hA","M9TjYmTgHayJ22cNkyvW_g"
"I just spent the first half of a show blinking through flashing cameras and cell phones in a dark theater. Not cool! Put your electronics away people - and why hasn't the theater done anything about this??","2014-09-02","0","n5yuDcNR0OygR1wkrvsUhA","M9TjYmTgHayJ22cNkyvW_g"
"LOVE the holiday light show!","2014-12-26","0","28exW1xiocTHiJIkVY2A9g","M9TjYmTgHayJ22cNkyvW_g"
"We started out ok but we've been waiting on our waitress to bring our checks for going on 25 minutes. Wonder what happened to slow things down?","2015-01-20","0","Ul6JwluSTm12PVDIqnNaTg","M9TjYmTgHayJ22cNkyvW_g"
"Heads up - larger groups may have to pay a fee to make reservations here (which they sometimes waive, as they did for my group today!).","2015-04-26","0","Ul6JwluSTm12PVDIqnNaTg","M9TjYmTgHayJ22cNkyvW_g"
"Spice levels can vary from dish to dish so don't be afraid to ask about them.","2017-05-14","0","Ul6JwluSTm12PVDIqnNaTg","M9TjYmTgHayJ22cNkyvW_g"
"Three words: crazy grilled cheese!","2015-04-20","0","e9KXojla4OuVP7qcC5LNsg","M9TjYmTgHayJ22cNkyvW_g"
"An amazing museum with a surprisingly good cafe - you could easily plan a day out here.","2015-04-20","0","AwlvIsKDqB5LeKNWC6k4kQ","M9TjYmTgHayJ22cNkyvW_g"
"Bathrooms are foul - plain and simple. Use at your own risk!","2015-04-20","0","Q_zpUJa66fEgtAIfe6SJQQ","M9TjYmTgHayJ22cNkyvW_g"
"Did you know that on Tuesday evenings from 7 to 8 you can visit with therapy dogs in the main room of the Cathedral? It's fantastic!","2013-09-03","0","1oxMj71XiKQjCbRxECzB7w","M9TjYmTgHayJ22cNkyvW_g"
"Hang out outside for a while and you might spot the resident falcons flying around!","2017-06-21","0","1oxMj71XiKQjCbRxECzB7w","M9TjYmTgHayJ22cNkyvW_g"
"It's a Saturday night and our table is running into dead end after dead end as this Chinese restaurant tells us they're out of multiple key menu staples... :\/","2016-09-17","0","nF5TXLMmC6IJgQxE9CEZPw","M9TjYmTgHayJ22cNkyvW_g"
"Go check out the spring show before it ends! Their spring shows are always the best.","2014-04-14","0","j83FLfnjvSHw-vrCNHuTCg","M9TjYmTgHayJ22cNkyvW_g"
"The butterflies are here until September - go see them!","2014-05-03","0","j83FLfnjvSHw-vrCNHuTCg","M9TjYmTgHayJ22cNkyvW_g"
"Their holiday decor and lights are gorgeous this year! A must see!","2014-12-12","0","j83FLfnjvSHw-vrCNHuTCg","M9TjYmTgHayJ22cNkyvW_g"
"The butterflies are back soon - yay!","2015-04-20","0","j83FLfnjvSHw-vrCNHuTCg","M9TjYmTgHayJ22cNkyvW_g"
"These guys are not well staffed considering it's a Friday and they advertised their ""grand reopening"" for today.","2016-04-22","0","Mv7N0bU56dhtoDP-m2JOow","M9TjYmTgHayJ22cNkyvW_g"
"No umbrellas allowed? Even in a downpour? Are you trying to give me more reasons to hate you, PNC Park?","2014-06-19","0","X-b4-QvZLENnf3yFwhpSXQ","M9TjYmTgHayJ22cNkyvW_g"
"I've got one word for bar and kitchen service alike: slooooooooooow.","2016-05-06","0","nkDSE-yhvLX4ij5fSzvb5Q","M9TjYmTgHayJ22cNkyvW_g"
"Just got told by a waitress that splitting out separate checks for a large group is not recommended, because it will take her half an hour to deal with things and she will have to ignore other tables in the process. ...maybe you ought to report such a massive problem with your register and system to your bosses, miss???

(At least she broke policy and went ahead and split up our checks after all. Shockingly it did not take half an hour to ring us all up.)","2016-05-06","0","nkDSE-yhvLX4ij5fSzvb5Q","M9TjYmTgHayJ22cNkyvW_g"
"Beware of the student dinner rush!","2014-11-10","0","kkD0tv_e5E6a8kRpLYEcaA","M9TjYmTgHayJ22cNkyvW_g"
"$5 bought me 6 surprisingly big and tasty spicy salmon rolls. Oishii really is getting better than it was when I was a student!","2015-02-24","0","kkD0tv_e5E6a8kRpLYEcaA","M9TjYmTgHayJ22cNkyvW_g"
"Tea time! I love a cup of hot tea from panera.","2013-10-01","0","NBeX33C2lB6KMqpbSueHjw","M9TjYmTgHayJ22cNkyvW_g"
"This is a great place to go if you need a little peace - beautiful open area right by Phipps! Go in the evening and you'll hear crickets chirping. Very relaxing.","2013-09-03","0","Eepah0Ni9iRx-W10PvkbBA","M9TjYmTgHayJ22cNkyvW_g"
"They have the most amazing lamb bites! And the staff will pair everything with the perfect wine if you ask them for advice.","2014-03-02","0","L95ppCbcWAt4LUWrCiEvPg","M9TjYmTgHayJ22cNkyvW_g"
"The cheesecake with berries is truly divine - yum!","2014-03-23","0","L95ppCbcWAt4LUWrCiEvPg","M9TjYmTgHayJ22cNkyvW_g"
"There's lots of extra seating space in the back! Keep the chairs on their back patio in mind once it warms back up.","2013-09-24","0","heTUR_TGWJ9iYiiEWnikXg","M9TjYmTgHayJ22cNkyvW_g"
"Getting dessert is a must! Take it home if you're full. Get the chocolate and caramel almond cookie if you can!","2013-09-24","0","heTUR_TGWJ9iYiiEWnikXg","M9TjYmTgHayJ22cNkyvW_g"
"Mmmm red velvet cookies!","2015-05-12","0","heTUR_TGWJ9iYiiEWnikXg","M9TjYmTgHayJ22cNkyvW_g"
"Tap your Connect Card to pay after you ride the incline.","2017-11-18","0","FtI1-LYD3qLujfdBQWbBHg","M9TjYmTgHayJ22cNkyvW_g"
"Definitely go to at least one 21+ Night - they're a blast!","2014-05-03","0","brpJ1jYGH_Pgrx7dKIqesA","M9TjYmTgHayJ22cNkyvW_g"
"I love the special events here but I wish they'd make these events the same when it comes to cash vs. credit. I never know if I need to get in line at their ATM until it's too late and I'm asking if credit is ok.","2014-05-05","0","brpJ1jYGH_Pgrx7dKIqesA","M9TjYmTgHayJ22cNkyvW_g"
"There's a surprising number of animal specimens in their H2O exhibit.","2015-04-24","0","brpJ1jYGH_Pgrx7dKIqesA","M9TjYmTgHayJ22cNkyvW_g"
"Big exciting changes underway! I barely recognize the entrance and main floor anymore!","2017-06-05","0","brpJ1jYGH_Pgrx7dKIqesA","M9TjYmTgHayJ22cNkyvW_g"
"Note that there's no bridge across the water when planning how far you'll walk. You can walk the whole way around but you'll need plenty of water for the hike!","2014-05-03","0","SOPi1SpjaiPesEgrhbcPjQ","M9TjYmTgHayJ22cNkyvW_g"
"Not sure if they only offer baked goods sometimes or all the time, but hey, there are brownies here tonight at least!","2015-05-06","0","JlnDcCfvrmo_cv8OOzhuoQ","M9TjYmTgHayJ22cNkyvW_g"
"Another reason I'm not impressed by the Waterfront: very few of the eateries take reservations. It doesn't make my Meetup group events easier to plan, that's for sure.","2015-03-19","0","ryzdWzd4KErUOvd6MlT6pw","M9TjYmTgHayJ22cNkyvW_g"
"The last time i was here it was $3 admission. Now it's $8. Did I just happen to wander in during a special event last time?","2014-06-27","0","mtHyTGs45610CPKCETQDEw","M9TjYmTgHayJ22cNkyvW_g"
"First Marvel vs DC, now Ninja Turtles - their special exhibits have been solid as of late!","2015-04-20","0","mtHyTGs45610CPKCETQDEw","M9TjYmTgHayJ22cNkyvW_g"
"Dishes here are perfect to split! Food is so good you won't want to, though.","2014-03-02","0","fYqr99HXATERIGXQmjSgmw","M9TjYmTgHayJ22cNkyvW_g"
"There's a lot happening in the food court...may have to update my review when the work here is done.","2014-07-12","0","qsT1WxSp3XO76f9HZwVMnA","M9TjYmTgHayJ22cNkyvW_g"
"Some tables in their updated food court have charging stations now - and you can ask for cords from mall management if you need them.","2016-04-09","0","qsT1WxSp3XO76f9HZwVMnA","M9TjYmTgHayJ22cNkyvW_g"
"The sound systems here are still terrible. Sat through a classic screening last night (Singing In The Rain) and had to deal with booming from the theater next door for half of the film. Ugh...","2014-04-10","0","RxNPIAim-2fIw43IilR62g","M9TjYmTgHayJ22cNkyvW_g"
"Always check in advance to check what classic movie is playing during the week. Last week they played Willy Wonka and then they played Twister. Sorry but a classic film that is not!","2014-05-03","0","RxNPIAim-2fIw43IilR62g","M9TjYmTgHayJ22cNkyvW_g"
"Almost $5 for a small water!?","2014-07-30","0","RxNPIAim-2fIw43IilR62g","M9TjYmTgHayJ22cNkyvW_g"
"Really wish the sushi menu listed exactly what is in each of the fancy rolls. I.e. What's in a Pittsburgh roll, Rock and Roll roll, etc.","2015-05-04","0","1_Dg-GguWatioW4mvFQKQA","M9TjYmTgHayJ22cNkyvW_g"
"I wish they were better stocked with food on Saturdays, but the volunteers are the nicest people!","2013-10-05","0","idM0hDe_Pp2IeYgH0DIIBw","M9TjYmTgHayJ22cNkyvW_g"
"Pita and hummus. That's all!","2014-03-02","0","idM0hDe_Pp2IeYgH0DIIBw","M9TjYmTgHayJ22cNkyvW_g"
"They have new teapots for those of us who need more than one cup!","2015-06-06","0","idM0hDe_Pp2IeYgH0DIIBw","M9TjYmTgHayJ22cNkyvW_g"
"Stop on in for tea and to peruse the books! Unfortunately food may be limited until a new refrigeration unit is brought in.","2016-01-02","0","idM0hDe_Pp2IeYgH0DIIBw","M9TjYmTgHayJ22cNkyvW_g"
"Love the staff here - they're so polite and always smile!","2013-09-24","0","h8eDSoKHpp-4l5G5_JPtFA","M9TjYmTgHayJ22cNkyvW_g"
"I've spotted at least one red wing blackbird in the area this year!","2017-05-18","0","SUHyVdar1KzLw0CTv3QiqA","M9TjYmTgHayJ22cNkyvW_g"
"If you like sweet sauce, try their pizza!","2017-08-25","0","8xrwjD-Udv7cm_emVcVo3A","M9TjYmTgHayJ22cNkyvW_g"
"Be specific if you want a special flavor as they're often a twist on a regular menu item - I goofed on this and didn't get the limited edition shake I thought I ordered.","2017-08-06","0","K8M3OeFCcAnxuxtTc0BQrQ","M9TjYmTgHayJ22cNkyvW_g"
"Every Thai\/Japanese\/Chinese place should serve a rangoon with their entrees! A whole appetizer can be a bit much but a single tasty rangoon is perfect. :)","2014-10-25","0","rBnpbR-cfCD9CKy_ahCmsg","M9TjYmTgHayJ22cNkyvW_g"
"Not to sound like a broken record but. Oh man the buffet!","2016-04-17","0","pHSHm72bwR09Mt022CVvrw","M9TjYmTgHayJ22cNkyvW_g"
"Love the temporary exhibit about Pittsburgh, the state of PA and the Civil War! See it while you can!","2013-10-06","0","-HeqTxBMPTi3A7QuU5PvgQ","M9TjYmTgHayJ22cNkyvW_g"
"The Mister Rogers set has arrived at the history museum!","2015-01-23","0","-HeqTxBMPTi3A7QuU5PvgQ","M9TjYmTgHayJ22cNkyvW_g"
"Nothing like sitting in traffic on my way home because the parking lot is so small and dinner-goers have to let the staff park their cars!","2015-09-04","0","wkP_fSZ5w6S9ZQaAFSQ9rg","M9TjYmTgHayJ22cNkyvW_g"
"Love their tomato soup - it's so fresh and full of pulpy bits! I feel healthier just looking at it!","2014-03-02","0","EWswCV97BBb0ezXRZhCoOQ","M9TjYmTgHayJ22cNkyvW_g"
"I love this place but if something isn't served after a certain time, would it hurt to mention that on your menu or on a sign somewhere?","2014-11-09","1","EWswCV97BBb0ezXRZhCoOQ","M9TjYmTgHayJ22cNkyvW_g"
"A small popcorn and one ticket now costs...$17.50. :\/","2015-01-11","0","Xcj-n1DwX3KcOjvIwLo0jw","M9TjYmTgHayJ22cNkyvW_g"
"Love their fruit smoothies, and the cupcakes they sell are moist and delicious!","2015-04-20","0","HJ5XgFiNjz4arYS3n27_jA","M9TjYmTgHayJ22cNkyvW_g"
"Quick service even during the lunch rush!","2015-01-16","0","pJxbs4qsbd9lVYiLLc6Eig","M9TjYmTgHayJ22cNkyvW_g"
"I always feel like the staff\/managers are trying to push me into taking plates, bags, etc. it's unnecessary and wasteful and I wish they wouldn't be so pushy about them.","2016-04-25","0","P3-aqSPZqir35Rgs-0P94g","M9TjYmTgHayJ22cNkyvW_g"
"Do not order via GrubHub if you have special requests. They don't seem to check them.","2015-10-26","0","l8IqBeFXK3dqFEs7YL3ukg","M9TjYmTgHayJ22cNkyvW_g"
"My favorite place to find Pittsburgh themed t-shirts!","2017-05-20","0","nFgpPR2Bce9t_s8siEv9Kw","M9TjYmTgHayJ22cNkyvW_g"
