group_id, post_id
221,MOiP-xSU3lnobWNKBQuELw,
97,lkq6i2x3vUsR7ZNrIFqoIw,
217,JFCpoTi-J1TuRufmgf6KuA,
98,Rw4qP9OYppI4FWHUTC5nnw,
52,cMkF7AM_0PVHKmXAf-z_3A,
38,gmGHRByX_Z1iJenUuaW0kw,
81,vtE8Cfi3tctUkVFj4ziebw,
286,EQ1cOH_mr5VyHGjhgz_vDA,
162,m-vEAjFVdjX73KHFvT32dw,
8,vP3yzM1qhVxE21mY3mMZuQ,
71,6TLXwyo6rYgi_Tc2yyEgfQ,
319,I725elRtUai4W-0cTwDoJQ,
49,TKKX9bllRBMzp0NYr441PQ,
10,qbU7xNsZnxD5Gm9pIG2Xtw,
20,4IGaWH9jUYMtP2uHIFEqFQ,
245,RS1UzsLPt1pB_fwWxwWazw,
10,KeMWYkhffG0LCmjrzSJM5w,
13,nam6tVIp7_v8v1XSlRZEaQ,
81,bjaCZR2MKOfyA_p2zBWhYA,
32,RP3MFwBjZV7SLFKvh4Ipeg,
30,h-1cbSCEMQlf3ampVX6pLw,
8,IU3kTm_zhxwn3wzwudEk5A,
62,P4y-E70jg_ysjO8j2yVTxg,
101,QbbpMJiSU4M5g3x-q-lLuQ,
242,tBhRPMirJ1c3G_rFG0uJxg,
97,wAH9oI_rNlwlWXzJ-U9xtw,
106,Gj9BJ_xczNkkLZVI0FBguA,
19,7fxebHYUwIF6CakxSr70iQ,
30,ZZ2TTInNyOKPAc0PrcrHfg,
12,IwlENnRki6PAVsSBs-U3eA,
2,4lLIBDN_6FJtv_dhvNPt1A,
24,g_Zlf1j-mje3oMIIakPWTw,
46,fUkwjgHLsMmQuguuiuWzPg,
68,F5ArFLP1s3qs_F00s2wMGQ,
320,-aopPpQg8KOsj-jG1P44XA,
67,Z5Dq4_MvsW0-83Oj-2CTeA,
189,Vkrxmfg1A4FnO6YPgLIvpQ,
12,BOG3zyOfNP51N54hxxHi6A,
57,mHF0o2vIrY6VV3jRkwZFiA,
6,CVi0C-ojhjjzhRFF1KWktQ,
24,Sb4Ae_0ukL_KpsdAs_yM-w,
31,NFfSY_XGa5jQTk19-2l01g,
137,sk_f-bYMraSI7kYLvwrr-g,
5,q8MUVVuQpfR6v0HBHmAFxw,
5,gtOhzC8QWTACjEt9atLKzQ,
243,NDV9KtRZrMvKJgjOI-mYrw,
206,_vDu1__P7G8fy90M8SgdCA,
209,3QGcupWVaYsFJyL1gDt6kA,
21,HNlawtaYv1E4zJlW-q2XdQ,
104,deKntyPNf8EdgllEv1HgFw,
61,LFrAZrhpRDcXav1rH0Alrg,
31,azZ_FAErOlrCtBzU_EBoVg,
12,7S7vFS0h5Z9s6pnVGz-gyQ,
46,gaenxeYnSyBnKFYAlx-tQA,
94,OzRGWW5R05kC0pQyUHX3lg,
49,arpBUwgiaE8iqfNGMQ_hgg,
97,11zVLh7n-0gxf29RrweyBw,
139,9Na9bDNBwcNgfy18sEHLXA,
28,1vGvcWG_XCUgNQVqNSDbrA,
133,IT3PJYnPxYfJTiQxD9vVWA,
38,qKBCJqN6ZnpXf5Hc2lJqzA,
127,fUKi8LlQhzsGntuZjfvLWg,
46,4q9XLYQTKCySbi7micYPVg,
98,w9sl1ApCFQ9QoshzY90_7A,
56,bLi48v8Div6Qm2Fyaw0C6Q,
82,X0XMxHF2WRVxbaYqu_L_pg,
104,oIjJlx_UxH4TmQ-dl54nCw,
15,0MYTwljm4N-3hwhjy2ZsRA,
38,nJJXgPK89KmQy3BXqRnVzA,
19,nJhomDm3QRyat74lGiGX8Q,
3,rubQx8VlHZT4_IyMUs75YA,
72,YB0SvaJTlqR4EEZE50wYRw,
59,ssSuSUmL4x8ErfzncE3mxA,
46,RQu_Bv7EFf5NKMnh_3E7Ag,
169,vDretNqzo-0yqQkV5wOvbg,
8,w4y-Sx_PJpP6sCfK7obuRQ,
121,UYnkAU9BNjQmcFXtFgGWvg,
112,IoXcQkLpEaiv6S7ITelLWg,
103,jrKevZeYifGCMxRXS-E1Yw,
48,gpigVnkkLXSrSsxzyJAbSA,
214,P8mTn-AmI3DJdE5ceiPhag,
138,8CRoFhyVzple6ji3S1_L-A,
243,euGA6f07wmzY_JevW6XfMg,
221,KXL7v8X_ghZP3ElDcIIkiQ,
12,6iOD_TpMUsOWNNrXOtH8nA,
12,QiTj6OB6Vtb2JHTWaOs2ug,
88,-DhoJbcguSlXINNRN1TgTQ,
65,buR0c2eVJFOuDa21Y_OaDw,
8,Ty97c-UiKW6YC_GZP8EYCw,
24,gyhRXEtBzJvpAtamOLTtsw,
6,cQ5flA0MB40EKI78rtrNlg,
9,W2Q_aI26VkmMdcBZfk_s5g,
313,g8_Tf84s9E1vh5c3BC7Zzg,
81,zttcrQP4MxNS5X5itzStXg,
22,m546-3A38pu4hJNlHTkjYg,
111,WO6zJO4MXE31hwM8f553PA,
19,EIH5pDc75v4haOcww-SEJg,
172,vH3U-nP1hg7Wr0A9_i201g,
68,HXCMb5AAQc67lV_P9j8-Ug,
9,Bd5fAxCDG8XG8jyVph9o0g,
9,YJK7J9I7_BNzCV8XO1VS_Q,
38,6n8YqRyuu68sDWNuZOwoGg,
22,SmlCO_beNg5PJV_6jgCXRg,
70,Sh4G3CEsWFnBqvNV58ulTQ,
38,1QTnmxFg_xM46lvpdqBCSA,
143,jEqsHSLzQraqG1qaMNjsBA,
73,CM-PIFvvwrcBodBohR7Dlg,
48,IJlEACzNH-i_6Ovppj1KSQ,
296,SxD2if5gy972rpGDonkH3w,
24,jTbh9114NMngLIAOODt1Iw,
59,S01Gc3ixbwAd_wBHexUsTQ,
24,ZyvJoq4i885KemNoEBbUGg,
216,4KD2q26XDZ66avsyiBLEqQ,
104,VMmGHyGj7nuj16voJkfuJg,
93,rRNzn9f1i6BlKNqq26P3vw,
68,qNXZK3OXj4UwWAKy5a_t2A,
93,xxCerKenjwHP6l0ASJdwcg,
32,M9SDCKTbm_kHj7_MmWqAOg,
63,Jl1AxflLkp6eGYe8mIE0_A,
75,HeK37yyPEv8I4MJU2dVh4A,
9,csuXB5DPzIe0Z2yKGkWOBw,
22,2MWW8ZwtXyScveVnqVONPA,
238,tzrfPGnzyosishCk0Ww9aw,
19,0SYfS38_-7Mt20x9jNph_Q,
46,DTz6gFeWmdvSEIFGjXpIgQ,
9,86lO1YKYinjazToO1HBuQA,
115,rjKMTKPsjYw4RtiMpHquJA,
73,HmSxmYEse0eL0Uf72S2UlA,
321,GZvdYcSmt4lj_R71rws7Kg,
22,But8zrzUE3-VGr5P6PLgxQ,
15,I2ICTCvPIfElZUr_v0KhzA,
44,WM1C5gtPzFFcWF_bV5H3fQ,
214,PKYNB-KDGCqiHtMO6vEOKg,
59,JYwXO_3PwLkTy3TzrX3JbA,
4,Bj2g9Kgij_yOn5HQRt0BnQ,
24,WEPqQjRGviPyCKEmPhALSw,
24,0SEPncFbs68axiz61pWkAA,
59,9KUua01cAozyoegOmiL-NQ,
106,9zLk3_Xfj1m6omL538ZcGA,
38,vvECUbJDwxBguaLCCXLWbA,
22,GFpvbITFCI5actM612DjpA,
22,nVcMNfey80dCQg35h9uAXA,
217,lBtAWlKI9Kd5gmaZnK0k-A,
45,BbC9hBQ7ui4E7rMa6Pca5w,
153,rPwpZhrVsMngVgERNexZ5Q,
38,outxUaAfepg5AujKU1-TZg,
80,lhjUxj7lw5f4oAA8ml3Zlw,
34,aw-Y_3mgDZqtQUTwwiyFjw,
10,53sfFpflCrVv-rb0HCVnjA,
68,t8tbS3LpFooC_z_EyrSp7Q,
8,wRq-Y0dr0S2QC8jCqcgDfA,
114,SbYPsvOC0kSX0VqYngCDHw,
64,ObTKs1Di456gE4kFw8_qBQ,
132,0CVFDxKI1F0rC0N7QZPdwA,
235,4loLEemKmdkiNovUFq7glA,
12,DvJJNyOJNz5NBZOP4UScIw,
8,HL5pz7P_bvJoBn8IfQAldQ,
117,Agy_UwVTOMyFgb1tjnTYMA,
51,u7x6RqmRfqdJMbFN1jUojA,
46,FEEJ4rK8EZ7cqIvBM5luGg,
219,3pKqw4kUH6xleWhVqCO4gA,
107,gdpWp6LCb2AVugVIV1Vccg,
39,nQMuBc5Zm6OXFIB8bSV1bw,
288,Qs1CRiq2OUhdUdOPGJ0WjA,
62,mZYKqiK-9fzifbFbeEbP1w,
22,xu3qp4wVMSVaQMpUzii9vA,
152,fIedQtEpcvfoKNei3DwlEw,
38,2Sc3DZE5hGEE1LsThJx6nw,
22,PN4btVUz3l3FNmIeI75vnQ,
15,cb_NbMbQQ9Uvq1-04YBavg,
294,jur5JyCaELZrYu2_EwCDhg,
38,C5FIW7EHoK7c6Umr_QvSew,
21,4OC7Iv90VzGGovMdbE6Lhg,
46,jtq-91EcNAtm_rbtCYlmZg,
12,6PGIUSEhGR0k9We-xRoG9A,
19,bizdJ-aiyYd2aBVa_f1RXA,
75,KQLB4A_BpQUUmfaU1lAh_Q,
45,z6hLIScN-d9ECKyMs7MoTw,
56,PJRnWitVJT4_z3XCpG4wPA,
322,jU-63DCdPdr00DjakUdbrQ,
136,yrEhbjvGcODIH1OTVrc-IQ,
6,U3xIe5_9iK95S9HxduOgWw,
6,XXXb0ANM2vU37VnAAZvlVQ,
134,ZjIPSYCv86ODH-woDqz_lQ,
78,HaRB76OqxMZ28snURM9tFw,
38,F4UlA5qd7cygK-rFPaLEVA,
8,TzobI5rBN4MRDpz3uHmVvA,
106,cA3758wmDHz5nK05WY98dg,
85,Z8s5EF2AbOlhmlHeipXLWw,
97,rsFSi647zo8JAvrFoOqPmg,
15,ErHiUnRxvBQTBe3fBXLZtQ,
97,Oc5UASckrERvzCgVJ3-P7g,
8,NrrIZ5IdYk8ejuGC7G81Gw,
48,Jd9L7pNhC982XeCNbPncXg,
30,kXbiWx_knxIFonZ_JH7qfg,
8,CyD8N5MwM93JkcfIVkhNfw,
8,MhINNBBwzGn4-n_YI67wog,
131,2mkbLBBTzJedr0rTLGPTrw,
136,3kO_47AdqNqPUhpHjLc2ZA,
47,noO8X_95zL7kc10QKL7xkQ,
65,k060Rw0BhUQvB1_dNiltEQ,
93,TVtnQyn3ka60r2t9xRwKPQ,
59,LPjK0C7akiJ5BWVbZ96VqQ,
160,iHsN1KSRTTkZFbf54CWy_g,
91,iIWlkwmlYTxG7CRGG3fakw,
44,BsZ7iMblcaObTN9V_uoy3g,
13,YnKpQpYWLPIGSuUxd0HmLg,
59,GeOmt2gXyJhKwz-cjOC5mg,
237,nY86gf4U5Vy36fchGM4lNQ,
46,JDt88OZiBW4zT_4iDAsBlg,
12,a2leVC69VaflWRREkr7RNg,
12,9VIzAXz0AZ9cuD26V2HR1A,
144,Yc0PqecZxgsK61t6bc-M2Q,
183,KrW3j_A153XqqE6aTh4GzA,
216,GhjrBbRIET1SNF9YQ5nBaw,
88,zlKejFexreLRpZZN0lCCmA,
46,DfCqoo_g0gwQUsrCoR2Yww,
30,r6jYVTl3cyB8U0VIcmpCXA,
19,km4HVpSg68_LSgzm1JwNwg,
112,tjqK6lgvoIbRkQ7QuKRAFQ,
10,orEeWz7aJQ7JKiAZsQyPjg,
81,jtQARsP6P-LbkyjbO1qNGg,
30,u2cICPGTsIB-TcvHE5zxzg,
184,ybawte9OmM1n5z1ouNaIUA,
97,Ass2GxaD7nTes1-jSY3IVA,
323,R2uIu4aQCmlBWZ8tYhy2QA,
80,3i24UQ2tIe5--lxbr5TF9Q,
99,qpqWDf2oLEy2fhhq9sqfNA,
92,emyCP3Ry2SbpNrwRAtm9PQ,
8,Z7uMTaD_abwTBqA9L1Qlzw,
13,nDfKGbSGIsPv-q0-s-GrVQ,
51,PmLFk1s8pPVNXChqETM4MA,
41,RC8NJlX3X2Eo240PU5zJWA,
57,wX0Vc2EFUIzBYrdUTAvI9A,
30,DDs5YMhAjnP6oA5-eGw_TQ,
34,OpYRONhMuwcWx6kcG-MrFw,
146,EFCBeGDnLP1o0RcitaqWOw,
45,MpCU4AybjReCiwZ849CNew,
24,ByYn1vNlI6MY_ZNoaH8eCw,
48,LW2ZVNroU4ciwX5c-PQmtg,
81,KipckrGshAP7H-T6ZupyXA,
93,5x2dxg4LD0jgSBypGrUePw,
69,gMIv3zFaNW3Av9jutMrUdQ,
120,MLogLQMbiTVcBt9XibXDWQ,
39,lrzq2trGeAyrXNajU69W5w,
81,z-uc0kT6_mrWxwxfVzTcKA,
166,Fl1TghPd5T5A5LZBgXcFiw,
131,juNKWhkMynLaIHK4Yipxjw,
172,WWVOO8Ha1CUwjFPJ6msihA,
8,UzhihnyGnfXMO77xFRufHg,
8,PwTZyKg_ESs5eJ87OkC59g,
22,kJSCza1QIOxB0R3ga8Sh_g,
31,y9GIfbO5X0JZNgSJjob9nA,
59,7dkjsGZPzaAGwpbWIU52Jw,
45,1LhJVTUjv8DiamR-9WKNGg,
59,pCv7jVFL9__1PgyNs0Ocwg,
45,Qc8kNFkr5q4xNah4iC0haw,
97,q9duLwWQtP7nCJi4bgutUQ,
72,DGPqfEqtJBVxAtHwf6H8Iw,
81,2pcrNqDnsFd6UCelOriVlw,
38,ar3FKybOl9yazviTBu-NRg,
120,MUwGFgvvT4q2BKnVPMfPNg,
112,NLyDmMd83dThGmyQJ0r6Zg,
105,UAU1aSlqgrZwZ847npH37w,
138,B7o4JUCnoMBqVs_piKcCGQ,
104,GGKesha1RQd21HyzRhj2bA,
104,WO8lJPy1kAaVhHLyT2v1DQ,
32,RYHm1xOu301sX-T1ePxKKg,
313,AJVuLKCZpGZ7ReJ5XuDWJw,
92,7LNuQqjcjAn0bBlGHIiQzQ,
81,7ydiBtBEkjvg5dOvz03fpw,
28,-jZ1TrvY56HFqmxjbpcU2A,
97,qp9z5VIOA5pIuClS_71J8w,
38,YAfUrhpdNbQoAbSETNqEEQ,
26,o30M-r9WKMGy72zjcMYTIg,
105,6ysK2UtGQdz6_smWrLJnIg,
85,fGdUxfeEWp9pn2sAa9rv2w,
172,29uuFClUJeEoq9ERQ4YUgA,
114,Wn5Rin8ASmFLLIwTyFBlTw,
6,saOP_pcFFkBVm6Dnrqi47g,
56,A7i_H252XydtrK7BUTvoog,
38,VAE8gdXm7JAml0CLTs3kNA,
22,NngNY5P5rD3NYHOrzX2IeA,
8,HOTXSMI5iF2qOeCeLfLQpg,
46,HZw-8peXWN_O9j62Vb6H7A,
169,jYxrO2UcqmUTWoXI4peMZg,
67,U60ynUS8tvYbqIK1LGZWvA,
87,JZsO2GcEBgs8mVxH4SYbgA,
15,Q4ChVzujWcmoYEKG4-NTeQ,
25,n-BoGXG2NItNbr_PMtIRBg,
8,1R5hIT8fBDpDuMDoCCZNzQ,
22,Vk_yvUsGVYthiOvdiWaZKg,
15,uou1yGwuLMNA39iHaAASbQ,
191,kXScENbHsJFkivqwbILeSA,
75,dg3Tv10mdBKR6IAVuNV-nQ,
46,DyQrmvmgZR72ZeizZMoq5w,
46,mcMElc8TcyCXQ21yEXi75Q,
294,lAb6wQUc6QJIx2xmoO0r3w,
12,dWBgudrvlOKXL7sdbqtZ4Q,
118,eU_713ec6fTGNO4BegRaww,
31,yUGhDmuI4QRKGyBBCGognw,
52,d_qCEobZ_sWOX4AkCd36GA,
97,IyrwvRwiwsKCiiKoxbHeFA,
59,gHV_hntH6oUH5zF6D7Mm4w,
10,QX8ry6q2K0cQUprakDBVDg,
70,vAaNLKYInN_bhx1qGo5pVQ,
45,vkBxkqGqNFVTNNK1l9t3IQ,
19,IzHfj2uahaUaMw9VD0VEEg,
19,rSkfYYSQJUsgaZrvndOePA,
45,1rfRNfPT-uocY2XfdBO8SQ,
15,ohdz4bCmJa1gnCwoMtSuPA,
45,j1FQJimAsxP6DWh_k3kpyQ,
8,maRLU8UTcF1c58VnWYB9ig,
19,efGCDASAIkHHUpMwZ-2WpQ,
293,Mvyb4HKrfB1Tnz0fwmZffw,
133,VhQXJteVrG3L-wq8HlYFqw,
110,TeggG3duunpoy__1Y2SAyQ,
8,cuzvLk51hKeZ_UYJeOb1fA,
92,cwp48KVpq0e0NfvrG2qPsA,
15,oRntuq_fiL3QhDXIVbbpiA,
97,MrwnT4FCdcLd_GmQPGJMyg,
41,SrHmSwq3m7onYXLYk9V58Q,
24,Sd40TOFHdDlT-mTm2rd_Dg,
30,Tjrd8ssu6XpeZsHjkJgUxw,
75,i3b5SJl54H1FHCQlgH5RMg,
24,zfalxiHbQILSjPUYbAWb0w,
143,hQzdZvq6SOXn_iViJoK0ng,
27,C0O6pwKFazk136PQuB967w,
148,AM0NHSxMeX92OKBt0ywmSA,
22,9CPd4canLC31gsDIo--6yQ,
12,OotqWIuPJcRC3iXA7v5xwg,
194,DZ3onsnqVjt-DqaGQRm9XQ,
148,7ZTtS5tg43N4V7ghZ60HzA,
24,jT_1GAMMFhgE4buLGsd-2Q,
125,JubiY4ZOhaOwgcC1O0U67g,
38,98X8L1JeRdmvqLEHV-1Olw,
141,fpkYwBOfgjg_nSlCgPmASA,
45,9RsIfJvThEwSgCXdTOPieQ,
97,6uaxiM1MOORDNFnZbZsJgg,
162,wmZUubpFZvgi_jtlDD-yRg,
81,VkIKXVbSfcbxybbxbEt98w,
6,Xhf3nW6UahoVpRMkVUlnJA,
12,Piw03nxAXZF86UYaVrDn1g,
133,awKCpe3lO6zVMDYiRFyiRw,
9,tBP5qEMY4_OKmsIUFeIU_Q,
33,AaWlhVc96VvdwNGMiW7HeA,
62,O-l6sXzgGziFXmfzR_hi7Q,
100,rRoJ2PbxzjCPFHq0jqzXkA,
114,8KkyDoWrqOeZb--qUtNwjQ,
12,x-ttvXOl09irws_t9Bj5cQ,
14,4UuygjFYAE-qhCWWXycquA,
25,ro-4-3USXvGKnp07BrxSKg,
51,J4er8Ieb_vHaH4C9wC47qA,
30,w3jmdIYp3lz7d7xVwfy_7Q,
15,TLdITNHMPcdH6CMKvxa-SA,
19,r7KMhYasW9mcoCH9oGsWfw,
19,LtVPUHzwDAQA6lEQY4AsZg,
46,SBMCptU2P6EaSrkRJR_aFQ,
46,uXMdcJzVt3UvV8Lum1hzFg,
242,x9NBDLv7hvpQ1mD43BfRMQ,
235,zBDqbejZ-2lAkQCztjnx4Q,
106,mFZ_xKTbFLhk8N7xcd7A5w,
21,FmMeODTIPWj01pzNpHw9ow,
56,cHwgtVdvZVn0AQFtWtUXXg,
235,MXRXi4OITHeumGgLMtIH9g,
97,t58AtYOZqw9BlDdZHUrZbA,
303,yhQUoRWpCBzG670O3G2Xqg,
91,iByQmTmTdO7hP4n1grSSWQ,
177,CtYWpX_cy1YdZgoKtS0Tqg,
138,Jxnqwp03AcAeqS4maoy4yw,
30,H4e8fD8RcRlUpqW4Fp5R5Q,
231,m6zcxlO2KeWEBU9s6Nkd8Q,
167,fRf3OBaxsNFN8dNw-t9Xdw,
9,z6puJBjp677RIcu8pQbjFA,
95,yF_fqO9cUUEyaIWhb-iOQQ,
19,a-4SLIoCbHts1Rm0ltJJjg,
19,fxuzeYkPaBPVMWqANwA1WA,
19,R1uc7sb_iOP9VIeOMhv0LA,
203,cRuBViGeFsqje96hODEt8w,
104,g0vVEWvHbKBTvFYGyvhiSg,
8,o7MzamFzaLiCFDmfXAmyRA,
97,pkeIqsI-y7OGLE1a6Yxkgg,
115,hizOy2ESSnxJWJdb3s_tFw,
95,eNuWVN-4yfErLeHPLECOLg,
77,KW5qy8mKBpgd2xL_5w7Mzg,
15,cqCo_naWdNhqIL5nbfhrRQ,
131,EZyW1EH5-VG3guZBggiJOA,
131,yLZAThtPscqQ6XIvXftUMg,
30,bEFKVVuX84gh49S0ryArLg,
19,TKB6okE0QTgx8Bz6dyKjUg,
97,ljbvpMmzZc0MVx8g3Fy5hQ,
72,uQkmKBC_j9yFsXSoi7avIQ,
80,dR7x93Y8N8XRcDgAf-_nUA,
72,T-wer_1iIXs692gYrTriDg,
72,5mGk_XAxxZzFTB-0DxZMXA,
97,KvnUaMJrOwvgWTI0M2p3iQ,
21,B8ROl31v2PAi3Zw5oYc4Fw,
112,5wWlM1ZxY7N9kuAlWUVVOQ,
24,sg7n8U77w0KWA4UlQjQyvA,
47,jIS5TsNBuTyqPnzMcNeDZg,
20,NTWNpP1mKGneTESEJxrMyA,
219,Yq0LCrGLjJtKcwBu1Nta6w,
87,4FG5TQIliBIcx3ju5uCZYg,
204,MvaEVtA1IznT6TzOz9u4Ww,
107,vahVdHsH5HjThT0Sa2mThQ,
143,VgG6x5tfIcPmadoE5FikPw,
16,dc1YcZSIfvQpWFQJ3kI9oA,
137,S5Q8AMyU9Jf7G7Pq2Y2HNQ,
148,jJcg-kE3q3FylJhewFcNQA,
92,v9Hv7KNRQs7a4NocTtH6Ow,
152,yAKiknpyReB1-BpU1E1Esw,
33,4KWb3XX8DtBQvFekC2goIQ,
46,8NxVv4jW_3Kh1NKJZkUXDw,
46,nWFpmgSnOE-9aCmDjS18Vw,
94,AmJ035SI2WP3rkuIYmxhbQ,
129,V9ZtxgeKlWOPeaGC9cVDrg,
24,n8_OgIBErn-7TCIr4Sn2rA,
59,Ar4om1R4s08Siv2jpCdxAA,
124,eLxJ6PtQ8vob44xKpfHGuQ,
22,EHGKrUgGpxYpfs4N3paJ1w,
22,V0H4g1WP8dCAOHeoegunZQ,
95,fxbQ4IlwUcHLt-872ccKOg,
15,9Dp3GdYXtgnvlwZgx1mC7Q,
8,4jsNKfrbgssqKObCzj05hw,
36,Kn6bzO3-KZhsxSExDUsOCA,
70,OGFUJTsNlCAnUIg8OOD66g,
83,0Zxeuxnutzsfe6V_VC5-wQ,
25,GkVZJo9VNWczhRkRhWBsdA,
38,qpXi6aqvnJyH-a9hLFv6_Q,
111,F8g0gnW3aZ96YlxuEMcKKQ,
3,j0GIt0EpmpWqms5WbPl5Bw,
168,tVPF1qCLivoxX33pIV5IOQ,
176,ZHrdgKBR8v3uUrKNlW30ZA,
69,Ixhtb26UgV8rSfptMDmXJQ,
191,2hOU75OoYSid_aMUEvjhVQ,
21,mCsZn80l6eWxxiJ1uoK7rA,
30,M1G6D9oSI5AuBER5v-qX1A,
99,ng93vMQLaUwLCvsz5t06tQ,
59,o4PiF4gS8c7IJESIeykxxg,
240,1GaQtp-ZxxIxWB3tDy7e6g,
88,nyB4nkT993gq0Lw8sWWwGg,
12,tK6AVxmavyJR9_at3cMkvA,
28,ksjxfWye1_G4CjEYVogiRA,
21,8p-awLFwSm4EgEN_0MC7UQ,
19,BaTAQUSjk9z7EH-aHsaVAg,
162,DjJyBJTb7WnDswbWVktoQA,
104,vNEENSaRjKkQfuKoxKN_VQ,
303,8reh8dD3VasFglGhlkNlgg,
32,y_4gDojKtAWoEyEAqRCayA,
82,UbiKp0J8eFIlJGOlAjYqyQ,
183,g1zhwJRCgzZzQMdEDuVAcw,
34,dckVjwfxYLVjDH5161zglA,
232,kiWwY8HRw-QRM6_NeL2FXA,
12,g-Epx0fDysaK-Gp2a6-ASg,
153,66SFULzEtzpEB0Cefy5TJg,
7,gwdciABNnpQpwaficPhMGA,
67,U57wwW8EcfVPpEiEhJyUJg,
10,eKbN4KVQYgGt3flbYqfXzw,
68,Xkk1YnKk4A7TOA2r6MtaTw,
127,WI4_e2nbKHH-g-5TZ2SvpA,
217,l06Lx1NRzYaxz-MtHQzFlg,
82,Naa6E0YU0Wr7jCuCE3pYtQ,
148,gBokxV-TOY5T96QJBDmLJw,
8,rCx_rBhGjBK2tcESLpLEhA,
24,h3BoyKFgStjnBeKO-wLmIg,
21,yYMOgYW0eYtAyjGN08WzMA,
30,0syBj8oI7vX9K7gQISS9kg,
69,EIsp5mXPbYnkdmsoBtGfxQ,
324,wOS6masGoY5JszRAF3goLQ,
28,Wfx3lulJt9QZt10gCytTxw,
48,PHbkMZfvjeFtMusycJWLaw,
244,piquWq2zopjvqUfHhg91wQ,
33,9uuVZvSGa0JCgYSUG7LGtw,
106,RN77ejbHNOEoPj0_BbW1dA,
91,dGflKG9y-cXy57ZOJalhtA,
59,-L9pYwEo-FlXNDxOEgPT5Q,
19,PkI1x_NCyEt2sR8MYv4l7w,
75,pA44gWen_SoKoLqfiipkvA,
13,-iLV9QAbFYnCspd_fPHnaA,
12,CR2DMfg3uP02PKT_fuygIw,
101,PjJxhPlvROPra1J1uMLrFg,
21,-Ggr1M22MxTbP2J8L7oHqw,
15,MNgaVCKOdcjn9awkFs9-_w,
24,gCx6B1rYx1qWWh-4WhudVQ,
10,tJtD_lR7ZVmo0GltQia-IA,
28,UFNrRzWUWcTXAcYhGbSYBA,
101,EOJKhkPkMwt8bXbSMbzb1w,
8,_CjI0sNdXxrLN7ZgqfwSoA,
101,HWq07Y5O9whwUryprgpE0w,
15,RCtVOqXXOwo_YqQbXjuK6A,
6,ndcCAM9tdKUlj4F2kuhQMw,
224,JojYAsa5weHBxUAtnGFHYw,
73,BSzrG_Dv8ClSTv8TSGk8TA,
136,478M4YWQnrub1CkPpWnwBw,
15,Ws9Wsw6nCkmi_nj-IEyuLA,
15,9VyJBGaVCRx5PsJ6Q34Mgg,
9,znFlsnCysqAmLS8mL-L1ew,
10,j0QhtpZKwAcTYDs4q6nZVQ,
136,W5cvjb76aCjTiugPDs0Vqw,
27,T_qUbVZV7EFUg95SpRxO8w,
67,TFIk886eBb3tLc4XFWyiqw,
82,KB0BJKhyUG0EnomrrlOEiw,
141,_KuufwYUWh0dha08LoCVnA,
177,OWyiRE5umjkYZIdcDMbU3g,
172,yZNpWCukoRkVypMQjVbDvQ,
115,dLc1d1zwd1Teu2QED5TmlA,
38,5kIHNfjP2oWvEm3oI5wVeg,
45,8-HSr0TFRWW8tHDVHd_MbQ,
19,Rky0LFjOHUrzypZuOkEhBg,
30,Rmiv34SGRqJDm_5Db29IrQ,
15,EgNqQM_pzECJVJk1h08bGA,
111,YH3CqDfef3eB-K_L7Mg-5g,
114,FYmWvvhqptkmJ1zOFQhukg,
112,Occo0_pOXAUG-eL6gazeGQ,
132,59TfbZxeX7qLOISeZ-f95A,
12,S4AoACdQHexs4tMiodZiYg,
12,X9L0_TNsrDpK3-7asSO9sQ,
38,NJRSoDoAqoMYmU2zbUqxjA,
59,NJDu9wztk9hHyBoBU2TBjg,
23,w1Ew-QQlxQg6tdNUknHVGA,
19,dFZ81ltgrZMCGbxf-pFQ1g,
180,DRgbr4bDT_OJT9-CLq-M4w,
106,P0RvJyW8knUhG-3xBkA3Ug,
24,YeOIan09wEwafEQ8FShnoQ,
209,n_EdZHrdiLSaO6IMr5RyWA,
89,YMZ64bYC6m8wc91lH2d7Dw,
57,yYztOoy82DmvPs-kcbuD1Q,
85,YMHgCH552sy4vnjcDnSEbg,
106,J7rSp6a3NBMeUqaqzlvSpA,
97,I4XlqNFX4vxd9b6kvEBheQ,
24,_WfdPyh065bo59USqPi9xQ,
167,nHW1eYb986hnx6CYN1uahQ,
33,mA_XSJGBwGm9RgHndazwiw,
95,hZtj5dNhjwUPEPTN_tSImw,
49,BLbMXSJD_AJol6IqlAOibA,
38,maS4-kCcNIhBG3EZcTxn9g,
46,UlIrd5t1r-pmGry4PSzpcA,
323,dxOMcBE9P1a9vflvLR1P-Q,
21,ylyJCqOq8F0zO4YiMheQ-Q,
19,Kts2VexuwNq07a-gdpGExQ,
127,YGHbozrtjNu5Af-tzVktEw,
48,LE8PFXR_ApJ6hBrn5vacIQ,
65,JuP1gEJssyQ3H2aR9FqxQQ,
67,feG82UW01BkyPvuSTeDCsg,
250,igJPhoIj2HHKeAtBatnM-g,
216,9GONxT1Zb-a6BvShvY1MmQ,
159,yZsVStKgRul_oNjHsV99LQ,
282,GrwDGSdhY4uNCFk9bPy_4A,
131,kBt12nJhnruF9NQ36vRSZA,
237,XR3B1OS2p9tCaRIK-LtULg,
6,VZOQ2-cUP8bfCn7Q7ix9HQ,
22,9J-Vg2-uqjreSRtITaDlMg,
